label,message,source
0,"Dear Cherished Customer, We hope you and your loved ones continue to stay safe. Please be informed that our Circle Tower Branch remains closed. We apologise for the inconvenience. In the meantime, you may visit any of our other branches or continue to bank conveniently through the GCB Mobile App, Internet Banking, ATMs, or by dialling *422#. GCB, your bank for life.",field_legit
0,"Dear Customer, Your Prepaid Card VISA VPREPAID CLASSIC has been debited with amount of : 0.00 GHANA CEDIS. Your balance is 7.16 GHANA CEDIS. Please call <PHONE> for assistance.",field_legit
0,"For your convenience, you can use our mobile banking services, or call us at 185#. GCB, your bank for all your banking needs.",field_legit
0,"Dear Cherished Customer, Due to the heavy rains, some of our branches may experience temporary service disruptions today. For your safety and convenience, we encourage you to bank using the GCB Mobile App, Internet Banking, your GCB Cards, or by dialling *422#. We apologise for any inconvenience. Please stay safe. GCB, your bank for life.",field_legit
0,"Dear Cherished Customer, Please be informed that our Circle Tower Branch will not be operating today due to operational challenges caused by the flooding. Kindly visit any of our branches or use our alternative banking channels, including the GCB Mobile App, Internet Banking, Cards, or dial *422# for your banking needs. We sincerely apologise for any inconvenience.",field_legit
0,"Dear Customer, Your Prepaid Card VISA VPREPAID CLASSIC has been debited with amount of : 12.00 GHANA CEDIS. Your balance is 7.16 GHANA CEDIS. Please call <PHONE> for assistance",field_legit
0,"Dear Cherished Customer, Heavy rains are being experienced in parts of the country. Please stay safe. For your convenience, you can bank anytime using our Mobile App, Internet Banking, Cards, or dial *422#. GCB, your bank for life.",field_legit
0,"Dear Customer, Feel the thrill and energy live. A FIFA World Cup 26TM experience is yours to win. Spend GHS 10,000 across 5 international Visa card transactions to qualify, thanks to GCB Bank PLC.",field_legit
0,"Dear Customer, Your Prepaid Card has been credited with an amount of : 12 GHS. Your balance is 19.16 GHS. Please call <PHONE> for assistance",field_legit
0,"Happy Father's Day from all of us at GCB Bank. Thank you for your strength, guidance, and sacrifices towards building foundations that last.",field_legit
0,"Dear Customer, Bank smarter, faster and stress-free with GCB! Skip the queues and enjoy banking anytime, anywhere, right from your phone. Download now: Google Play: <URL> App Store: <URL> Dial *422# and sign up for instant banking without internet",field_legit
0,"Dear Customer, Your Prepaid Card has been credited with an amount of : 20 GHS. Your balance is 175.56 GHS. Please call <PHONE> for assistance",field_legit
0,"Dear Customer, Your Prepaid Card VISA VPREPAID CLASSIC has been debited with amount of : 156.40 GHANA CEDIS. Your balance is 19.16 GHANA CEDIS. Please call <PHONE> for assistance",field_legit
0,"Dear Customer, NEVER SHARE THIS CODE WITH ANYONE; NOT EVEN A STAFF OF GCB. The verification code for your account linkage is 523049 and is valid for 5 minutes. If this was not done by you, kindly contact the OCRAN office at <PHONE> for assistance.",field_legit
0,"Dear Customer, Your Prepaid Card has been credited with an amount of : 154 GHS. Your balance is 155.56 GHS. Please call <PHONE> for assistance",field_legit
0,"If anyone asks for this code, STOP. It's a SCAM. We will NEVER ask for it. Only enter it online by yourself. Code is: 158687",field_legit
0,"Dear Cherished Customer, As part of our commitment to serve you better, we are reviewing our tariffs effective June 1, 2026. Visit our website to learn more. GCB, your bank for life.",field_legit
0,"Dear Customer, A ticket to the FIFA World Cup 26TM could be yours! Spend GHS 10,000 across 5 global transactions, online or via POS, with your GCB Visa Card for a chance to win, thanks to Visa",field_legit
0,"Dear Cherished Customer, Send and Receive money from family, friends and business partners in Nigeria and 20 other African countries directly into your GCB account with PAPSS. Fast, secure and convenient. For assistance, call <PHONE> or chat with us on 020 242 2422. GCB, your bank for life.",field_legit
0,"Dear Customer, Your Prepaid Card has been credited with an amount of : 120 GHS. Your balance is 141.88 GHS. Please call <PHONE> for assistance",field_legit
0,"Dear Customer, Your Prepaid Card VISA VPREPAID CLASSIC has been debited with amount of : 140.32 GHANA CEDIS. Your balance is 1.56 GHANA CEDIS. Please call <PHONE> for assistance",field_legit
0,"Dear Customer, From a GCB Visa Card payment to a seat at the FIFA World Cup 26TM. Spend GHS 10,000 across 5 international transactions, online or via POS, for a chance to win, thanks to Visa.",field_legit
0,"Dear Customer, Turn your international payments into an unforgettable experience. Spend GHS 10,000 across 5 GCB Visa Card transactions to qualify for a trip to the FIFA World Cup 26TM, thanks to Visa.",field_legit
0,"Dear Customer, Your Prepaid Card VISA VPREPAID CLASSIC has been debited with amount of : 12.00 GHANA CEDIS. Your balance is 21.88 GHANA CEDIS. Please call <PHONE> for assistance",field_legit
0,"Dear Customer, Your Prepaid Card VISA VPREPAID CLASSIC has been debited with amount of : 0.00 GHANA CEDIS. Your balance is 21.88 GHANA CEDIS. Please call <PHONE> for assistance",field_legit
0,"Dear Customer, Your Prepaid Card has been credited with an amount of : 29 GHS. Your balance is 45.88 GHS. Please call <PHONE> for assistance",field_legit
0,"Dear Customer, Your Prepaid Card VISA VPREPAID CLASSIC has been debited with amount of : 12.00 GHANA CEDIS. Your balance is 33.88 GHANA CEDIS. Please call <PHONE> for assistance",field_legit
0,"Stay alert! Watch for urgent messages, strange links (phishing), or requests for PIN/OTP. 3y3 azaa! GCB Bank will never ask for these. Don't click; verify first. Call <PHONE> or chat with us <PHONE>",field_legit
0,"Dear Cherished Customer, Thank you for your loyalty. We have great news to share; your family and friends can now open a GCB account online and receive their account number in minutes. Enjoy quick verification, fast approval, and no stress. Share the link: <URL>",field_legit
0,"Dear Customer, Your Prepaid Card VISA VPREPAID CLASSIC has been debited with amount of : 3.81 GHANA CEDIS. Your balance is 16.88 GHANA CEDIS. Please call <PHONE> for assistance",field_legit
0,"Dear GCB Bank, We do NOT deactivate services for ignoring such messages. All updates are done at our branches. Ignore any such request. For enquiries, visit your nearest branch or call <PHONE> / <PHONE>",field_legit
0,"Dear Cherished Customer, Wishing you a peaceful and joyful Easter season filled with hope, renewal, and happiness. May this time bring you and your loved ones rest, reflection, and brighter days ahead. GCB, your bank for life.",field_legit
0,"Dear Cherished Customer, 69 years on, and our shared spirit and heritage continue to drive Ghana's freedom and progress. Happy Independence Day! GCB, your bank for life.",field_legit
0,"Dear Cherished Customer, Assalamu Alaikum. May this season of reflection and gratitude bring renewed hope, peace, and shared prosperity to you and your family. Eid Mubarak! GCB, your bank for life.",field_legit
0,"Dear Valued Customer, GCB Bank will NEVER call, text, or send a link to request your Ghana Card or PIN!",field_legit
